"","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20","step_21","step_22","step_23","step_24","step_25","step_26","step_27","step_28","step_29","step_30","step_31","step_32","step_33","step_34","step_35","step_36","step_37","step_38","step_39","step_40","step_41","step_42","step_43","step_44","step_45","step_46","step_47","step_48","step_49","step_50","step_51","step_52","step_53","step_54","step_55","step_56","step_57","step_58","step_59","step_60","step_61","step_62","step_63","step_64","step_65","step_66","step_67","step_68","step_69","step_70","step_71","step_72","step_73","step_74","step_75","step_76","step_77","step_78","step_79","step_80","step_81","step_82","step_83","step_84","step_85","step_86","step_87","step_88","step_89","step_90","step_91","step_92","step_93","step_94","step_95","step_96","step_97","step_98","step_99","step_100"
"0.559368737507612x0.443125498248264",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.455565218348056x0.336056186584756",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.38557176454924x0.0299875028431416",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.676235052291304x0.837122253607959",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.387070374563336x0.273687853477895",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.781565945828333x0.13161762803793",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.23541593295522x0.642555910395458",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.556190005270764x0.50741898175329",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.712535432772711x0.750057105673477",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.262250923551619x0.238668283447623",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.615262844366953x0.395814958028495",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.630050590727478x0.628418596694246",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.403406706871465x0.762123270193115",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0928132655099034x0.61332301935181",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.985266321804374x0.238367250422016",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.885847963392735x0.226988712092862",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.258537859655917x0.651503025786951",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.897765503264964x0.476321269525215",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.0467937830835581x0.427566073369235",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.119610563619062x0.0495777209289372",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.474801443517208x0.683676783926785",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.84171438543126x0.58804087433964",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.0254729439038783x0.726905876537785",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.706917074974626x0.76662633381784",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.255168820731342x0.937646604841575",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.829194002551958x0.465945367468521",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.854805695358664x0.586601911578327",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.488701622700319x0.964465104974806",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.19182210508734x0.0413947636261582",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.585669848602265x0.326616388512775",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.886958453105763x0.394668482942507",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.769523904426023x0.314643764868379",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.353357092943043x0.609777542762458",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.839711474953219x0.659195875981823",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.903822602936998x0.220985122257844",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.885438928613439x0.298133501317352",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.0161595467943698x0.266052978113294",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.0133988547604531x0.868491705972701",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.595484343590215x0.879046672489494",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.245341658359393x0.470680185593665",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.519982669968158x0.78601448959671",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.723154719453305x0.00447747763246298",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.774889001157135x0.660501179983839",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.258074094541371x0.752417385578156",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.951050140894949x0.63229862973094",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.177607821999118x0.8646766229067",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.223979241680354x0.561077845748514",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.922782706329599x0.136269196402282",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.506514525506645x0.22074599028565",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.702894028276205x0.812477018684149",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.976415853248909x0.364221112336963",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.16609379905276x0.157217440428212",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.922421718249097x0.866299628745764",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.681770963827148x0.000941541511565447",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.196528801461682x0.00719945668242872",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.386675888905302x0.505008340580389",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.110837306827307x0.98189696110785",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.830236792098731x0.143427656264976",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.533423106651753x0.785231285728514",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.675944347167388x0.295833960641176",33,42,25,29,46,43,25,26,23,23,29,31,42,40,45,37,39,22,43,28,39,27,26,39,30,47,20,47,22,39,31,33,33,48,49,28,48,23,41,23,26,40,21,37,35,26,29,50,24,30,37,26,29,23,33,36,25,48,20,24,39,28,43,39,44,33,32,35,49,31,20,33,42,40,21,36,42,20,38,38,43,50,38,33,24,47,43,32,33,32,47,41,26,42,41,30,44,39,32,34
"0.139622941846028x0.827909296611324",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
"0.027150094974786x0.0996076376177371",3,10,10,7,9,1,8,5,1,2,5,2,7,1,5,4,5,2,9,8,9,7,5,10,2,8,6,8,8,8,3,10,2,5,2,1,4,8,5,5,7,4,6,3,5,2,6,3,1,5,4,10,4,5,4,6,8,1,1,3,2,4,7,2,7,9,1,10,7,7,5,4,6,8,7,4,10,2,4,2,10,7,6,4,1,8,9,7,3,5,7,8,10,4,5,5,3,10,9,9
